Hugo_Symbol	2989R	2424R	4069R	3784R	3653R	3196R	1351R	4807R	4932R	4316R	1476R	3976R	3036R	4037R	3147R	4769R	4236R	3037R	3504R	4586R
CACNA2D4	159	65	377	227	162	509	219	195	232	416	269	750	464	167	220	76	510	161	302	252
DCP1B	323	80	234	69	356	108	588	142	235	359	160	216	134	54	615	124	62	152	61	424
CACNA1C	24	3	155	3	11	7	10	25	9	77	4	1	5	10	13	7	5	10	1	28
KCNA6	7	0	13	5	5	10	0	8	5	37	0	1	2	5	5	4	2	0	7	8
THRB	46	6	26	10	7	49	6	8	68	35	34	25	12	8	29	24	14	11	14	132
NGLY1	824	813	1081	5989	805	934	995	716	1205	1514	1650	632	531	2296	695	337	1538	1416	869	681
OXSM	120	23	142	446	63	56	31	42	34	102	211	85	64	169	91	23	69	65	63	122
UEVLD	1199	524	532	385	873	253	1176	394	1478	911	476	326	363	124	442	691	557	171	559	684
TMEM86A	31	7	49	30	12	55	54	8	14	13	37	96	32	49	33	6	15	84	20	20
C12orf45	163	45	308	44	114	141	198	131	50	261	112	98	58	44	172	42	42	48	43	193
TMEM263	221	42	476	116	196	257	256	157	112	492	264	149	170	172	857	65	64	174	59	265
BTBD11	135	40	2026	225	736	791	853	262	178	498	2455	974	833	391	1556	62	130	1001	137	297
UBE3B	1266	1266	1596	328	1875	736	1937	1189	2820	2022	934	731	484	370	827	783	1198	808	912	1149
ANK3	28	35	65	115	78	295	16	118	59	355	145	74	324	136	269	11	38	78	92	23
IPMK	1589	3231	699	409	1002	1144	1952	1333	5003	2208	1468	898	1494	1693	533	1519	2188	295	3645	1051
RAD9B	30	19	32	13	37	11	35	47	16	56	23	11	12	10	56	3	7	14	5	33
PLBD2	1173	230	3667	759	2831	5106	5079	660	1647	977	1820	5230	3234	530	1524	584	782	1292	1743	1088
DLG5	54	57	777	54	523	206	368	194	81	390	273	366	229	221	238	27	82	500	61	228
MAT1A	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	1	1	0
SLC2A13	102	26	255	73	406	62	195	91	129	214	25	88	50	37	106	35	86	139	47	79
GXYLT1	431	278	842	115	564	216	648	360	599	1272	539	437	309	459	807	144	250	704	250	532
TWF1	636	764	4313	1461	918	3298	1591	2470	2178	929	3090	2655	1461	1352	1519	926	3667	4019	2418	399
DIP2C	37	13	24	18	14	95	10	17	11	53	45	11	19	28	13	2	13	6	7	10
EIF4E	970	474	1187	2379	540	1587	713	461	922	1033	608	1313	661	848	1167	364	700	1279	918	911
MAGI1	3	1	113	0	0	3	1	0	0	0	1	0	0	38	0	0	2	3	0	9
TEX30	70	8	229	52	50	38	46	27	57	137	167	72	46	54	165	27	64	147	46	94
CSNK1G3	507	504	1479	496	878	806	1002	543	943	607	761	1454	414	511	747	344	502	1228	511	489
AL136982.1	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
SRFBP1	143	15	355	62	90	81	290	85	27	259	68	166	60	53	165	41	46	178	30	175
AKAP6	3	2	12	9	4	40	26	24	3	61	4	15	8	9	28	6	7	2	3	15
NPAS3	0	0	0	0	0	1	0	0	0	14	1	4	0	0	0	0	1	0	0	0
FAM177A1	2305	1642	1211	3494	1500	2064	1030	1658	1977	3031	2779	1360	1703	1874	1828	942	1938	2939	1727	1298
MBIP	203	43	1338	272	466	377	453	402	105	582	459	600	131	361	753	61	264	1489	186	252
MIPOL1	0	0	12	1	19	1	35	6	4	48	0	2	0	3	5	0	2	16	0	37
EXT2	413	229	1221	248	1359	338	1628	437	836	1364	348	401	213	148	709	167	320	962	330	491
TMEM18	405	70	1086	118	312	366	486	442	220	790	203	432	134	164	779	123	168	605	155	497
ALLC	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KCTD14	1	1	1	2	1	0	1	0	6	0	1	2	1	1	1	1	0	0	1	1
THRSP	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0
NDUFC2	121	49	181	17	118	39	95	48	95	152	37	51	21	39	115	53	84	68	75	78
ME3	118	12	667	7	59	46	174	174	35	286	51	52	57	82	154	22	56	123	25	281
MSGN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	4	0	0	0	0
NUBPL	65	13	74	20	36	48	132	55	33	139	47	22	33	15	92	24	30	38	17	89
NEK7	1198	1740	887	528	1301	855	2261	1142	3730	4283	2400	971	825	637	909	727	1661	812	1288	1135
ATP6V1G3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FER	111	28	433	129	422	168	469	130	152	379	168	103	64	80	109	49	61	145	64	156
VIPAS39	1264	862	1120	308	976	349	1262	728	1577	1626	1286	796	499	351	1085	601	604	468	445	849
ANKRD50	326	333	1341	167	694	238	1584	438	1838	1206	479	590	334	448	855	287	284	1077	226	339
UPF2	3886	4055	5454	2142	3790	3645	4089	3684	4546	4370	6585	4065	3699	3167	4289	2684	3627	2648	4697	3035
CDC123	3120	2323	2075	779	1295	1590	1739	848	2930	2028	1291	1079	652	929	2069	2119	3177	2177	2803	1109
SCLT1	913	1698	1194	383	1591	1558	1712	1437	1241	1653	2350	426	656	720	816	891	1652	816	2014	777
CCDC3	102	4	48	1	18	13	2	14	12	14	20	4	7	2	72	279	9	6	21	24
C4orf33	947	337	906	391	629	752	477	614	515	485	764	450	161	617	1558	297	411	903	522	309
FRMD4A	196	104	87	22	126	46	63	89	61	140	53	27	47	18	68	38	40	16	30	156
SLC25A31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PTPRO	21	12	53	93	33	85	282	23	45	8	33	131	81	40	24	12	22	32	63	17
EPS8	20	33	72	45	155	75	265	42	40	1642	225	441	100	105	606	18	53	68	45	65
ACAD8	942	1666	1538	484	825	558	1188	808	771	1657	1262	2125	260	1171	2006	256	2002	3133	482	610
THYN1	1293	525	1131	198	890	368	1074	730	752	1230	811	480	260	374	2673	275	403	1192	306	1134
VPS26B	2633	2077	4351	511	3127	1647	3041	2602	2643	3636	2470	2060	844	777	3411	891	2634	2717	1771	1713
NCAPD3	1073	283	1557	344	1143	404	1633	818	379	2183	584	794	256	603	2847	260	506	1206	156	1413
VTI1A	1146	1235	3558	1909	1399	1957	1895	1386	2009	1861	1919	2519	904	1663	2095	600	2745	4303	1919	749
QDPR	290	24	569	34	293	188	438	184	54	533	101	127	16	73	370	81	161	574	70	338
FAM160B1	1968	3384	4588	2401	1616	2191	2368	1867	3212	3954	3873	4012	2165	3044	3882	1226	4496	6021	2270	1760
ANO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX9	21	1	54	2	10	12	24	40	17	45	5	4	2	10	12	3	9	12	5	39
QTRT2	430	192	1659	497	545	745	1171	342	465	976	971	1682	495	301	479	195	723	1104	534	618
DRD3	0	0	0	3	2	0	1	4	0	2	1	2	1	1	0	0	2	0	0	0
MMAA	83	30	90	85	43	69	65	22	40	107	60	109	46	63	123	18	33	105	39	62
ZNF827	145	34	578	652	120	342	139	136	107	322	373	237	291	206	648	44	69	475	111	283
POU4F2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0
EDNRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	2
NR3C2	31	43	66	117	63	534	38	146	53	46	78	70	95	59	118	22	57	64	159	21
AKR1C6P	2	0	5	0	1	0	0	1	0	1	0	0	0	0	1	0	0	2	0	2
AKR1C2	1	11	92	3	4	2	43	0	3	4	0	2	4	15	27	12	7	46	0	4
DPYSL4	2	5	47	20	3	45	11	6	6	26	31	6	4	15	2	2	3	4	11	2
VENTX	232	152	199	40	1	866	1268	29	326	211	485	1547	537	45	78	64	256	151	379	121
ADAM8	23361	35393	15155	31337	5315	39998	16056	15956	28046	11799	50810	29649	35515	23095	12421	21533	50025	9658	51112	9619
ITIH2	5	26	13	3	16	13	7	18	28	15	17	14	5	4	7	7	14	4	12	3
KIN	684	451	593	631	348	581	498	321	867	659	1050	939	440	386	654	243	578	702	537	576
PIGF	84	55	97	63	128	28	74	74	78	192	71	37	72	52	61	37	80	51	46	70
ANKAR	36	27	77	27	126	72	80	112	65	137	37	40	26	35	89	13	38	101	32	74
INPP1	895	384	1056	346	1120	342	738	682	495	1363	624	791	288	322	1475	383	349	1850	145	1019
MFSD6	296	81	916	313	267	1177	2248	309	397	215	756	1731	624	321	665	110	200	737	285	195
RNF144A	911	375	2271	94	1689	683	733	1385	169	1877	1772	284	153	336	2111	235	459	996	165	933
ASAP2	21	22	577	15	130	61	82	48	237	51	236	67	21	30	49	21	55	43	40	87
ADAM17	1267	1829	3043	5697	1547	2508	3195	2476	3921	1956	3478	6594	2903	2613	2276	859	2143	4405	1987	712
FLI1	10226	13554	9823	667	9669	3008	13641	8842	16251	13573	5374	3704	2238	1110	2774	9229	4231	3015	4980	8892
KCNJ1	8	16	23	3	11	29	19	24	14	10	35	9	29	5	7	10	42	9	51	5
TMEM45B	650	698	171	57	112	107	52	438	393	1122	101	67	149	84	32	889	648	49	705	632
WWC2	32	15	305	9	719	106	324	61	136	136	58	21	140	23	37	12	46	110	43	121
CENPU	663	114	2876	226	632	249	458	812	62	786	383	311	46	539	4733	95	592	3003	176	871
ACSL1	34367	68451	15300	90973	12967	48096	11375	7586	87217	24880	37442	33656	18890	41156	8104	48806	80486	29357	33603	12104
SLC25A4	40	7	22	30	32	79	53	31	30	16	34	26	26	19	40	14	19	30	28	56
AMN1	395	367	93	190	201	96	168	210	365	292	152	89	95	141	141	303	171	71	174	222
BICD1	100	22	345	43	179	136	402	121	118	186	59	45	71	53	188	64	59	110	62	135
SAV1	229	30	599	238	192	288	389	133	456	587	482	275	139	95	493	73	134	237	114	264
CCDC122	50	12	172	14	98	7	65	97	130	93	28	38	7	10	107	16	13	51	18	102
SERP2	6	2	8	0	17	3	8	1	3	9	20	1	2	4	3	1	1	1	1	13
NBAS	503	129	1222	264	693	360	830	441	309	1391	309	372	125	313	618	154	303	663	144	699
ZNF385D	76	14	131	7	46	20	5	93	81	421	3	0	11	14	106	18	55	155	10	70
TDO2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
GUF1	446	189	680	229	377	454	793	421	327	938	497	737	266	321	760	155	370	609	181	600
SLC35F4	0	0	1	0	0	1	0	1	1	0	3	0	2	0	1	0	2	0	1	0
GABRA2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
SACS	334	153	1407	318	436	754	721	340	224	1096	357	373	506	239	652	166	189	556	194	607
CCDC175	7	0	64	0	12	5	3	14	9	30	1	1	1	6	1	3	1	2	5	14
PABPC3	233	79	601	137	219	325	352	337	159	303	272	421	182	148	442	60	130	489	170	185
CENPJ	548	84	2175	42	607	76	637	415	150	1050	186	204	38	142	1078	182	178	507	56	805
FBXO4	238	27	253	36	86	49	181	129	86	230	84	33	36	55	789	39	74	151	28	181
TMEM267	64	10	53	40	36	25	45	17	30	149	37	16	22	37	59	15	34	59	14	88
CCL28	74	24	528	69	219	214	190	222	33	403	178	200	97	78	870	34	53	503	63	169
PARP8	7110	11326	13919	5840	6690	10982	10731	10570	9696	8575	17103	13458	6771	6425	7053	6514	9568	5450	8149	6357
GFRA1	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	14	0	0	1
CACUL1	2127	3073	6595	5060	2542	8630	2991	4598	1977	4672	11821	8910	5881	5832	3662	1802	7894	8248	5715	2293
DST	160	21	880	223	487	419	2952	265	167	203	158	332	401	155	558	72	71	493	115	230
BEND6	28	1	14	0	8	4	4	13	2	13	1	1	0	2	0	9	9	11	2	34
TIAL1	3546	2127	6879	3289	3696	2913	4624	3357	4650	3977	5060	5506	2274	2484	5065	1075	2812	4604	2555	3085
BAG3	65	34	2229	500	841	1500	571	264	381	62	520	2686	691	488	689	58	184	1614	722	139
GLT1D1	9279	15547	3220	7953	4877	6092	5654	4757	20530	9256	8666	6174	6016	3769	3280	10353	13664	6837	13977	1689
TMEM132D	40	82	102	102	24	179	58	76	449	97	458	151	380	25	78	139	117	51	147	17
RBM46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF37CP	0	0	0	0	0	1	0	3	0	1	1	0	0	0	0	0	1	0	0	1
SCHIP1	11	0	44	3	7	1	21	12	18	51	4	3	2	3	4	2	3	10	3	9
MCHR2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
KCNE4	0	0	8	1	0	1	1	0	1	0	0	0	1	0	0	0	0	2	0	2
AP1S3	76	5	72	318	54	44	60	42	26	91	36	23	48	50	110	17	17	71	14	76
RABGAP1L	1834	944	3299	1215	2143	2384	2646	2231	2088	2653	3084	2412	1769	956	1356	995	1636	1776	1611	1373
CCDC74B	0	0	1	4	1	1	1	6	2	3	0	9	0	0	0	0	1	6	3	0
TLCD4	378	98	73	14	164	12	65	79	13	1433	20	114	2	62	839	104	90	128	6	1033
MZT2B	324	50	599	88	197	119	229	373	127	340	92	191	54	142	650	61	166	956	64	318
TUBA3E	2	2	1	2	8	1	2	1	1	2	3	0	0	2	0	1	1	0	0	0
ASTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFC1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM168B	2138	1441	9542	10652	4522	9139	6539	4990	3584	5297	9603	12541	5903	4944	7950	1144	4199	12552	4005	2292
PTPN14	13	3	223	1	712	5	83	110	11	206	4	18	4	14	135	6	3	27	1	27
SMPD4BP	447	231	2516	1044	894	1130	930	1453	503	1108	1051	1522	393	1689	1898	116	678	4271	380	487
MGAT5	2606	888	8232	938	4726	3304	2768	3840	1679	14928	3252	1880	1448	682	5106	958	1647	3035	1261	2278
TMEM163	3	4	24	8	5	15	4	16	10	22	18	7	7	4	10	0	8	5	5	7
GPATCH11	494	110	907	395	550	243	674	699	370	952	440	402	184	322	1106	183	176	581	87	590
HSPB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEMIN6	220	26	57	15	72	31	79	27	53	179	15	35	24	14	71	52	23	24	4	287
TMEM178A	2	0	11	0	4	0	7	12	3	4	1	2	1	2	2	1	0	4	1	4
POU4F1	0	1	2	2	1	0	0	1	5	11	0	0	2	6	2	0	0	1	2	1
OBI1	289	49	121	91	142	44	137	70	302	336	155	96	118	71	402	96	37	118	32	390
CYSLTR2	47	14	207	25	64	426	209	163	36	153	239	121	131	44	45	8	59	30	186	10
GRID2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL11	3149	3060	565	188	1099	279	932	942	3773	1882	597	441	346	412	842	2493	1088	386	1058	1845
RIT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETBP1	233	413	613	112	464	462	1108	644	488	673	163	311	105	187	628	208	159	215	256	541
ARL14EP	292	87	298	271	113	268	514	160	719	359	193	269	163	179	473	95	136	608	111	237
EPG5	1522	1582	2465	13700	1783	3176	1674	1493	1429	3007	2829	3175	1157	3634	2309	747	2144	4718	1432	1365
PSTPIP2	9496	5894	6280	6239	5661	4200	2883	5199	1237	6888	3745	4173	599	3276	4804	3601	5284	3205	3881	7771
ATP5F1A	4455	1013	9878	2018	3701	3230	5908	3327	2802	9008	2839	3970	1181	2575	5853	973	3165	8042	1529	4367
HAUS1	476	43	625	89	298	142	478	355	182	456	183	145	51	85	823	96	149	306	85	527
C18orf25	1191	1128	7487	1805	2042	2562	3096	3002	1689	2345	5014	4997	1708	3097	3532	653	3534	5300	1915	1294
SPC25	308	34	253	2	165	7	129	97	14	192	52	26	0	92	1179	82	85	353	1	352
G6PC2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDK1	936	1230	1845	4473	936	1405	1310	1424	1149	906	5459	1575	1171	3145	690	495	1432	1297	1276	665
PTH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE3B	745	1201	1173	1168	1158	2071	1024	1458	1870	2429	4091	1313	2388	1800	1515	874	1287	228	767	918
TCF7L1	73	160	220	129	181	277	146	370	172	59	194	278	162	81	77	69	249	338	173	100
TGOLN2	13595	17642	32936	15608	25294	22880	32182	20975	27197	23584	22555	34580	14827	13960	21326	8796	22271	33247	20505	11455
SH2D6	0	2	2	4	4	3	1	7	3	2	4	2	1	2	3	4	8	3	2	0
KCNK13	24	26	7	1	0	19	51	3	2	0	7	6	9	3	4	10	8	1	4	2
UHMK1	1807	1255	6450	3112	3102	3130	4739	2817	2374	7020	5069	5317	1986	2792	3610	715	2727	4732	1298	1860
ATG10	115	40	103	15	151	62	103	58	106	121	46	47	25	34	181	89	132	103	34	102
POC5	644	268	314	113	276	130	431	198	439	551	234	120	136	126	1010	228	131	214	84	656
SPOCK1	3	0	92	1	0	60	113	5	12	5	12	166	2	6	0	5	29	12	22	23
FAM151B	317	259	284	72	337	95	237	402	425	674	114	75	17	149	524	260	277	139	167	210
TADA1	182	39	1013	166	249	271	477	314	169	360	324	415	171	124	482	61	194	634	128	352
GUCY1A2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
CWF19L2	299	113	676	170	464	237	613	270	336	740	455	297	185	279	455	105	134	658	119	442
JMY	221	95	4309	7460	772	2121	1097	796	389	682	1906	2720	962	2450	1034	83	1414	5007	820	306
HOMER1	13	5	6	27	23	18	32	10	30	23	25	34	49	46	24	2	28	15	10	18
XRCC4	737	526	326	36	260	175	484	119	1087	491	202	191	100	115	285	411	362	142	395	440
BOLL	2	1	1	1	0	0	0	3	0	0	0	1	0	1	2	0	1	1	0	0
ZNF547	31	4	13	7	4	5	8	3	3	24	10	11	10	1	30	2	3	15	1	16
ZNF773	38	7	272	79	29	56	81	61	22	99	74	106	52	52	301	15	33	268	21	50
ZNF776	661	1004	1935	2098	484	1075	803	2071	452	1366	2124	2521	960	361	1129	465	1664	844	1202	335
ZNF256	58	32	1107	109	47	183	282	240	29	72	112	148	111	25	468	20	54	360	101	75
SUV39H2	182	32	140	32	88	22	142	69	82	233	37	29	14	53	320	61	36	82	18	207
DCLRE1C	1145	807	2209	767	904	934	1952	1581	1527	1626	1552	2301	705	879	1879	528	824	1454	843	1283
OLAH	91	376	6	1	30	46	56	2	641	14	5	493	3	50	4	24	63	1007	2	128
RPP38	100	37	46	55	41	55	77	34	127	163	37	81	24	52	72	34	56	108	41	94
NMT2	160	41	107	184	181	279	155	195	84	144	200	137	161	93	143	41	74	153	168	99
ZSCAN1	3	1	4	1	3	0	1	2	0	17	0	3	0	1	24	0	0	3	0	12
ZNF837	19	3	10	7	18	7	14	14	11	24	10	3	10	4	17	8	1	4	3	25
USP12	635	223	5809	2821	2029	3814	2263	1070	1423	1419	3720	4624	2253	1573	3254	221	752	4431	872	1002
CCDC50	203	176	1003	1140	293	1421	1452	138	396	37	502	1318	526	541	633	79	374	899	487	337
CAMK4	175	108	336	1351	210	1721	101	457	127	136	812	328	1226	512	498	57	154	192	351	14
TRIM36	22	8	28	46	9	17	47	19	79	45	10	21	37	31	5	7	15	23	8	13
ZFP36L2	6587	5528	54364	5758	10009	29809	19471	6510	14230	11506	34836	66129	24947	7722	19786	7168	8899	58136	8103	7615
PAN3	2274	2764	7305	3043	2909	5355	3964	4011	4508	6236	7959	5279	4088	2537	3417	1479	3880	3435	3679	1954
PLEKHH2	45	72	23	17	54	19	13	15	9	10	17	22	6	14	13	29	31	72	6	73
PFKM	179	52	229	109	227	120	257	111	132	175	211	110	115	80	152	47	92	74	86	369
TMEM123	12044	4535	27745	15192	16002	23687	21855	9953	20037	24272	28020	10919	9534	4919	33386	2978	6762	15885	8283	7442
GRIA4	0	0	0	1	0	1	0	1	1	1	1	0	0	3	2	0	0	1	0	0
IGSF10	44	4	28	2	341	2	438	151	69	100	104	31	4	1	0	134	10	2	2	484
SPEF2	70	15	473	33	135	82	311	218	35	364	59	46	25	34	135	43	25	130	17	282
SPARCL1	2	0	3	0	2	0	2	2	1	3	0	0	2	0	1	0	3	0	1	26
DSPP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMP1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEPE	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MBNL1	8992	7357	28882	11628	18274	16550	25204	23566	19843	18361	28205	22735	9067	7156	8696	5690	10491	18562	12561	8483
CAPSL	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NADK2	248	46	463	215	232	154	270	156	164	572	293	142	118	91	591	79	151	282	73	362
GPD1L	294	75	435	72	574	247	613	357	135	770	153	136	100	86	341	106	178	310	91	369
GJA1	5	0	0	6	8	0	14	1	7	460	3	0	0	0	94	5	55	0	1	159
CCNO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DDX4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
CLEC4F	0	10	0	0	0	7	0	0	0	0	0	17	0	2	0	0	3	0	2	0
SLC30A6	862	540	469	84	436	167	511	484	677	2010	638	227	226	152	917	285	299	158	230	767
PELO	714	632	552	137	159	258	147	161	623	469	151	134	59	573	1122	447	384	1987	150	444
RASGRP3	123	40	300	753	34	350	105	180	113	141	302	164	378	105	133	44	54	105	103	104
SAR1B	744	480	1605	3395	692	1186	854	523	1012	1118	1405	2453	681	1531	1016	263	1346	1498	855	578
CATSPER3	3	2	8	0	8	2	10	3	8	9	1	2	1	2	4	4	2	3	1	9
GPR180	170	35	210	101	136	70	167	95	182	288	109	22	58	43	211	54	53	67	20	178
TCTEX1D1	843	196	685	11	318	17	292	567	33	1510	119	49	3	159	828	174	123	243	1	465
DNAI4	14	4	20	3	18	1	6	13	98	6	2	4	1	2	4	13	4	15	6	17
ANKRD22	3379	1979	354	449	907	231	461	717	755	2767	146	135	27	123	1979	658	820	369	303	3219
FARP1	95	167	175	108	79	97	227	56	64	93	145	112	133	64	112	27	71	71	48	84
IFIT5	241	272	588	5832	86	583	386	228	254	286	534	579	411	364	1198	129	261	393	301	145
SLC16A12	0	0	0	12	0	5	0	0	0	1	2	0	1	1	1	0	1	3	0	1
PANK1	35	3	43	3	74	11	37	31	13	74	10	4	10	8	10	27	2	7	2	72
PRDM8	714	912	803	977	482	1234	442	352	2511	1092	392	440	322	316	813	374	981	238	1067	280
BMP3	0	0	4	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0
HNRNPDL	5994	2798	21099	3574	7145	9394	11280	8772	10721	11064	6717	10533	5416	6246	13798	2495	6335	16748	7070	5697
HHEX	1718	1497	6355	357	1239	1074	1780	903	1901	2200	1856	1739	743	509	2272	1232	2306	4148	767	658
UTRN	1783	1290	6854	968	3419	6942	6855	3434	5142	4227	5735	6246	2592	2313	3217	1186	2643	4361	3550	1360
GRM1	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1
PTPRK	18	14	5	25	60	80	7	8	22	0	6	4	6	15	4	2	17	7	21	20
GGPS1	278	209	45	69	106	33	77	60	285	275	67	43	21	80	79	81	109	97	84	176
CNTNAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF117	894	1055	544	468	1001	1389	971	749	1141	1236	1875	1169	752	281	406	1050	1190	912	1387	440
PART1	0	0	0	1	0	3	2	0	1	2	0	1	1	0	1	0	1	0	0	0
RAB3C	9	7	39	0	30	2	6	8	9	13	9	2	3	8	7	4	14	2	3	20
LMNTD1	0	2	0	0	2	0	1	1	2	1	0	0	0	0	0	1	0	0	0	0
MARVELD2	26	4	57	10	29	7	9	3	3	41	7	9	10	7	23	11	1	13	3	126
RAD17	707	158	1230	314	1005	477	928	603	593	954	569	485	282	222	1108	186	398	513	297	756
MED21	474	179	1645	468	746	771	611	1147	448	969	1044	1233	423	803	722	196	669	1014	734	558
PLOD2	38	6	138	9	28	3	21	23	93	211	58	6	2	53	36	30	14	45	1	49
STK32B	39	7	667	7	25	76	219	51	61	114	15	136	2	33	80	31	40	89	44	99
NRSN1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
JAKMIP1	2	0	1	0	0	1	3	1	1	1	0	1	0	1	1	0	1	0	0	1
ZIC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
ADGRA3	137	7	237	5	112	25	129	83	25	396	24	12	7	17	168	63	31	27	12	335
CPB1	1	0	1	0	0	1	0	1	1	0	2	2	4	0	6	1	4	0	1	7
SREK1IP1	1085	443	1466	435	530	486	711	650	538	1732	400	541	214	393	1167	230	520	660	368	1054
LGI2	1	3	4	0	1	1	37	0	35	5	2	4	4	0	3	4	7	0	5	4
CWC27	920	250	1057	133	808	309	1485	690	392	1023	341	334	135	284	1070	291	389	405	223	884
MR1	1941	2063	934	1560	2044	1288	3301	1166	5607	2551	1899	1754	1188	660	2618	1763	1464	1915	1393	1291
SRP19	465	501	430	157	310	320	416	290	773	534	431	506	188	128	406	215	215	342	166	410
CENPH	161	20	411	50	124	43	129	212	29	378	86	36	16	134	735	56	114	470	9	299
CDYL	479	482	674	726	651	339	867	392	1086	555	403	614	303	349	611	215	305	565	198	562
CARHSP1	1076	594	1180	609	874	577	568	611	1235	1188	482	661	277	436	1081	353	1065	1750	735	1166
TEKT5	0	0	1	1	0	0	0	0	0	1	0	1	2	1	0	1	1	2	2	0
BANK1	153	210	549	112	110	973	513	187	599	62	113	118	107	292	120	32	144	195	340	115
TXNDC11	1269	562	5075	8843	1189	6143	2230	2424	1745	1940	4144	6955	2840	3963	3115	410	3217	10595	4330	773
DAB2	392	486	334	73	166	235	281	112	1464	105	391	182	611	94	160	143	203	52	325	330
ACMSD	1	2	3	3	6	3	6	8	0	1	4	3	3	0	0	0	2	0	2	2
ACOXL	36	80	36	115	30	69	63	54	83	110	79	160	37	79	36	28	51	21	83	46
BCL2L11	1599	4149	2789	7818	406	2938	1225	359	9418	1627	3288	3575	1179	4953	1132	1547	2372	1056	2450	649
ANAPC1	508	88	864	355	415	365	826	467	195	1030	240	255	232	239	461	215	169	271	203	707
CAST	8512	6776	11226	20950	6923	7006	16174	5390	12862	10803	6556	17948	3342	6754	9957	3942	6988	19072	7386	5817
SCOC	114	48	202	153	102	41	168	43	169	520	124	81	41	67	265	38	88	181	21	178
CLGN	73	8	128	5	143	7	112	36	23	121	0	12	2	8	141	29	24	99	3	164
CETN3	321	43	151	15	130	13	89	23	108	375	30	24	19	24	192	63	21	59	7	379
SMARCA5	2654	1518	6087	5413	3408	5585	4452	3671	5558	4232	6261	5556	2748	3190	3052	1052	2903	3793	4890	3263
SYCP2L	1	0	61	5	8	11	31	1	4	16	64	2	18	13	6	0	18	0	0	21
BMP6	160	197	61	2758	17	374	14	57	666	106	3276	86	1087	174	179	96	312	62	580	31
RGPD3	18	17	32	60	3	60	13	15	3	20	32	37	28	27	30	1	19	47	20	17
RASSF3	7076	11585	3315	7617	5413	4020	5036	2732	18186	9713	8649	2753	5901	3578	2297	7225	5383	1518	6863	3826
HNRNPU	16270	12961	35559	26450	24640	26238	34208	27362	30844	25336	23965	31342	15007	34064	17038	9245	27534	41751	28533	14870
RANBP2	3616	4194	8223	58594	2870	24766	3847	2794	3721	6661	17943	12952	15713	15398	6181	2849	12106	9970	13664	4132
AHCTF1	3528	8594	6149	24112	1574	15572	3016	3276	3735	5799	16192	10121	8461	12138	3699	4267	10738	6593	10142	3294
MERTK	669	665	456	114	587	347	131	151	2429	166	696	1271	774	391	452	152	361	66	402	112
