Hugo_Symbol	Entrez_Gene_Id	GTEX-ZLWG-1026-SM-4WWC4	GTEX-13OVJ-2326-SM-5IJGA	GTEX-14BIM-2226-SM-5SI8Y	GTEX-Q734-1626-SM-48U1B	GTEX-S7SF-0826-SM-4AD4W	GTEX-12WSD-2826-SM-59HKT	GTEX-145ME-1326-SM-5O98Q	GTEX-S341-1026-SM-4AD71	GTEX-P4PP-2026-SM-3P61N	GTEX-113JC-2226-SM-5EGJG
EFNA2	1943	0	0	1	2	2	0	1	0	2	1
LRRC7	57554	37	22	22	45	17	89	84	31	11	69
NXNL1	115861	1	3	1	0	0	1	0	1	2	0
C1QTNF1-AS1	0	2	2	0	0	0	1	1	1	0	2
TVP23C	201158	208.22	449.69	345.85	153.07	117.92	498.92	213.6	128.32	466.14	258.96
FIGLA	344018	5	7	4	3	4	3	1	0	2	6
ZNF727	442319	21.22	16.05	22.53	18.42	4.84	49.72	29.44	12.91	28.66	18.88
MAGEA2B	4101	0	0	0	0	1	0	0.61	0	0	0
ADCY1	107	479	163	301	147	147	445	197	249	8523	590
TRIM67	440730	0	2	1	1	0	2	1	1	6	0
FZD3	7976	525	504	619	579	395	598	417	555	703	343
GFPT2	9945	1471	2917	2246	1120	778	1472	1149	663	1713	1429
AL035252.1	0	10.11	12.55	18.34	3	6.73	0.84	9.64	5	22.46	15.08
FOXRED2	80020	695	378	582	513	423	573	560	332	1801	384
DUSP7	1849	1515	846	1116	1479	1149	941	952	844	2280	602
CNGB3	54714	0	1	0	5	3	0	3	1	58	0
SHOX2	6474	26	139	74	11	5	119.8	6	14	25.38	78
SEC24C	9632	5107	5472	4499.25	5401	3596	5327	4985	3216	9817	3182
ZFYVE20	64145	1551	1810	1687	1506	1252	1973	1485	1269	3107	1571
MYEF2	50804	540.79	424	633	526.49	757.6	2141.81	424.72	452.44	539.68	1142.02
PRPF40B	25766	1925.77	3730.19	2566.88	2142.2	1470.75	2585.77	1532.06	1054.19	6277.19	1469.57
TPR	7175	5046.81	4551	4869.05	3760.96	3890.89	4385.55	4595.78	2839.55	9316.56	2889.4
MAN2C1	4123	8595.38	18967.23	9829.07	8101.03	6105.27	14367.28	7155.4	4804.35	15881.36	8919.46
KRT14	3861	45	29.7	84.94	10.66	13	151.91	51	31.82	28.53	146.82
RPL10	6134	47474.52	105654.6	83379.59	56134.25	40659.72	53547.67	43812.15	30619.39	76736.44	47970.35
GGT5	2687	2275.95	2893.87	2769.89	795.66	3328.97	990.63	2786.82	2667.85	865.76	721.92
MICU2	221154	1373	1215	1662	847	922	1513	1021	803	1450	1112
C19orf54	284325	264	409	236	254	344	266	280	323	641	171
JUN	3725	17139	18770	12229	7127.71	6561	17319	13374	3577	13790.04	16354
SLC2A12	154091	79.05	113.56	203.52	464.08	1193.41	208.44	569.62	33.03	311.61	158.46
WIPF3	644150	164	230	331	560	520	356	1838	1975	450	241
PRKAA1	5562	3687	3315	2963.99	1671	2266	2805	2903	2829	3292	2195
C7orf34	135927	0	1	1	0	0	5	1	1	6	2
STMND1	401236	1	0	0	2	3	1	1	1	6	0
C2orf27A	29798	59.06	24	24.59	54.09	38	30	35	39	50.18	37.58
CRLF1	9244	177.7	67.6	59.09	66.11	411.31	46.42	32.63	1830.12	93.5	41.83
S100A7A	338324	0	0	0	0	0	0	1	0	0	0
PLK1	5347	131	108	152	177	75	160	82	90	216	64
LEKR1	389170	15	12	22	9	21	25	6	5	33	5
C11orf35	256329	50.5	23	41.9	64.33	63.95	66.13	68.38	28.74	134.91	35.7
CAND2	23066	997.61	699.98	697.03	784.59	513.96	688.04	1079.65	732.54	1080.22	453.27
CDRT15L2	256223	0	2	0	0	0	0	0	1	2	0
TAB3	257397	2584.82	4430	1816	3058	1765	2969	3494	1401	9800	1547
TCP10L	140290	12	11.79	35.61	55.51	15	19.58	12.57	11	20.18	17.06
OR5K3	403277	0	0	0	0	1	0	0	0	0	0
CEP250	11190	1467.99	1279	1471	1606.43	1065.96	1805.96	1102.95	637	3581.92	1063
SEC24D	9871	2365	4357	2335	1330	1730	1590	2941	2613	2383	1741
USP6NL	9712	574	425	538	410	656	429	457	477	709	333
G6PD	2539	2397	1667	1255	1044	964	1243	1228	1169	2331	911
FAM229A	100128071	514.56	456.04	585.59	1089.02	367.1	1537.23	510.53	455.9	1496.97	1092.24
TAF11	6882	774	1128	859	740	716	1260	824	674	1285	808
GALNTL5	168391	0	0	0	0	0	0	0	1	0	0
EPCAM	4072	9	14	13	14	178	20	3	3	164	3
ADH4	127	12	6	1	2	4	4	7	9	22	2
PROKR2	128674	0	1	2	0	1	0	0	0	0	0
REXO2	25996	1968	2592	1753	2071	1978	2006	3015.92	1985.82	1891.92	1613
CETP	1071	9	19	14	16	19	24	12	9	10	3
OARD1	221443	512.01	698.56	867.37	552.63	460.64	832.41	469.05	369.16	1190.13	503.78
PLCD3	113026	1077	1407	920	2235	1083	840	1094	1388	1626	714
AL160286.1	0	0	0	0	0	0	0	0	0	0	0
SIGLEC11	114132	30.36	16.37	18.64	14.7	9.26	21.99	10.69	22.38	13.05	7.3
COL6A3	1293	61640	46585	24033	31683	10135	32077	50112	24706	35325.24	24426
TM2D1	83941	1102	1025	807	539	475	965	727	598	1293	732
DNAJC18	202052	846	675	1062	975	836	1113	819	793	1256	783
TICAM1	148022	501	693	575	665	574	474	610	353	608	528
HOXD8	3234	863	961	1533	956	1165	987	499	596	1039	895
GOLGA6L10	643707	1.62	27.51	0	16.57	16.54	21.61	1.36	7.12	58.59	5.99
CYP27B1	1594	29	12	9	17	8	11	22	9	21	11
UCP3	7352	72	37	94	144	46	89	84	57	144	69
SPP2	6694	0	0	0	0	0	0	0	0	1	0
LINGO1	84894	231	60	342	414	376	165	182	200	187	118
TTR	7276	5	7	1	9	11	14	2	1	10	13
LRFN5	145581	127	50	45	37	10	97	112	51	290	146
ATXN3	4287	666.1	1117.56	1042.36	730.76	580.92	1781	842.77	391.74	799.18	856.17
PNPT1	87178	935	904	1103	982.01	709	974	771	643	1042	742
TDRKH	11022	127.26	65.63	131	125.79	113.1	213.87	61.43	95.34	187.48	85.17
DUX4L6	22947	0	0	0	0	0	0	0	0	0	0
DUSP26	78986	46	179	236	63	30	97	14	13	514	14
ZNF138	7697	168	154	267	150	106	248	164	113	258	160
LENG1	79165	267.45	341.61	414.02	427.11	302.54	331.23	226.63	209.06	801.42	236.93
MROH2A	339766	0	0	0	0	0	0	1	0	0	0
CCDC11	220136	12	24	40	45	32	63	18	5	71	30
SLC35A3	23443	773	817	742	456	656	879	583	638	1031	557
ASB7	140460	574	417	889	478	480	542	613	395	704	401
SLC19A3	80704	29	45	97	79	48	24	24	15	23	18
ACY3	91703	0	2	0	3	0	4	1	0	19	4
BIVM-ERCC5	100533467	227.6	136.8	232.6	218.15	118	247.02	443.41	162.34	643.51	33.9
C16orf92	146378	0	0	0	0	0	0	0	0	0	0
PCDHB2	56133	167.05	85.09	112.83	67.24	81.34	163.91	125.06	55.4	225.16	94.82
SLC4A2	6522	4075.78	5116.72	4103.9	5543.14	4023.58	4196.55	4853.95	4311.68	6278.7	3036.63
POU4F3	5459	1	3	2	1	0	2	3	2	5	0
TPP1	1200	3384	6000	4462	10530.93	8486	5446	4597.05	4891	7526	4069
FBXW8	26259	718.1	759.41	770.58	528.97	455	861.67	800.98	574.93	1111.53	520.93
PFDN4	5203	361	443	479	372	419	497	468	274	462	313
CYP26C1	340665	4	10	0	1	2	4	1	0	3	3
KRT20	54474	6	2	3	18	1	0	0	2	1	1
CDC37L1	55664	841	752	829	597	633	717	797	738	838	714
KRTAP4-8	728224	0	0	3	0	0	0	0	0	0	0
RD3	343035	29	4	20	5	50	6	32	50	1	15
PAWR	5074	2897	5841	3074	4727.19	5613	6255.21	5231	3090	5040	4843
PLCE1	51196	752.97	1311	1244	1633.99	2210	981	4536.95	877	5339.82	1123.99
VMO1	284013	17	17	49	44	20	39	13	8	21	23
ELOVL1	64834	1531	1419	1346.52	1730	1561	1348	1829	1450	1468	934
C22orf39	128977	1057.62	889.19	1392.87	1367.59	859.31	1323.05	968.95	1090.69	1469.87	990.28
SELK	0	1203	1065	1062	805	648	863	724	845	1282	895
PPP1R35	221908	527.96	870.71	615.88	464	514.86	721.47	334.72	229	1135.85	428.71
SLC9C1	285335	1	1	0	2	2	0	2	1	0	1
VEZF1	7716	3679	3060	2865	3305	2087	2754	3707	2262	3808	2333
SLC26A5	375611	7	7	8	0	4	7	6	8	6	11
HOXA7	3204	382.18	319.98	444.58	310.93	264.96	470.42	202.68	370.18	546.75	307.31
NAE1	8883	1601	1498	1632	1265	1008	1579	1223	926	2404	1106
TNFAIP8L2	79626	48	5	12	40	45	14	32	52	23	5
CLEC4C	170482	0	0	0	0	0	0	0	0	0	0
BOK	666	1248	2000	924	3484	2203.98	1721	3565.98	4839	964	1692
EPHA1	2041	94	147	45	67	76	169	153	60	350	74
CTNND1	1500	10175.55	12317	8200.47	9456.12	7705.39	10384.27	11905.6	8262.99	11025.32	7121.95
IGFL2	147920	6	80	6	1	6	15	2	1	21	8
C9orf69	90120	997	798	973	1245	853	886	866	857	1375	704
IMPG1	3617	7	18	29	17	24	29	9	16	32	26
KLK8	11202	2	0	2	1	0	1	20	0	1	1
CCL7	6354	0	2	0	0	0	0	0	1	1	0
LYPD6	130574	91	59	101	167	78	41	421	211	89	98
ART1	417	1	0	0	1	4	1	0	0	1	0
AP001885.1	0	6	4	4	2	4	6	3	1	6	6
CCDC155	147872	0	3	0	0	1	1	0	2	2	1
PRSS57	400668	2	1	2	0	2	2	0	0	1	0
KCTD20	222658	3419	2406	2336	2019	2419	2239	3053	2819	2426	2065
SEPSECS	51091	516	1081	673	394	486	1068	426	329	1565	606
ST18	9705	2	3	0	0	2	1	0	0	4	0
OR51D1	390038	0	0	1	0	0	0	1	0	0	0
SCRN1	9805	3569	3314	2869	2836	2752	2588	3849	4423	3918	2256
RP4-583P15.14	0	17.67	1.41	14.79	0.21	43.84	11.37	0	6.64	29.69	30.05
ETV5	2119	397	718	303	365	748.92	900	555	345	804	692
FABP5	2171	429.29	523.84	888.26	638.54	316.14	482.96	1178.13	398.7	1264.59	321.55
SMOC2	64094	10380	5759	2721	9353	4707	9487	14227	7740	10617	9125
OR10X1	128367	0	0	0	0	1	0	0	1	0	0
G3BP2	9908	2751	2037	1938	2292	2736	2302	3149	3086	2970	1791
GORAB	92344	412	515	658	552	286	480	351	314	954	297
ITGB3	3690	815.97	646	359.35	980.49	650	1026	1663	1843.95	1179.38	571.72
HLA-DQB1	3119	149.3	1337.62	244.38	197.99	171.53	1168.5	860.36	629.78	295	2525.91
TRA2A	29896	2847	3820	6076	5222	2287	4987	2774	1650	6685	3252
LIX1L	128077	2310	3222	3773.82	2856.95	2147.95	3359.57	3001.83	1905	3331.48	2976.92
C1orf170	84808	20	21	51	16	26	23	4	10	104.86	49
PITPNC1	26207	411	1162	946	473	621	412	566	341	335	677
LRRIQ4	344657	0	1	4	1	1	0	2	1	5	2
FOSL1	8061	97	88	25	31	58	39	35	21	8	53
CCDC13	152206	16.68	100.1	30.09	50.95	66.55	39.74	47.37	39	91.25	31.56
BCL2L14	79370	0	1	0	0	2	4	0	1	2	5
LAMA5	3911	13197.7	30404.41	20006.03	10877.98	15696.34	10700.69	12790.44	17052.65	9529.55	10975.98
JMJD8	339123	2742	3747.83	2286.92	1905.58	1835.42	2204.73	2204.06	2492.81	4210.16	1643.2
IRF3	3661	2267.5	4954.61	3804.01	3950.69	2233.5	4642.57	1985.71	1510.82	6177.03	3221.99
KIAA1109	84162	6277	6509	6757	4043	3182	6827	4794	2726.69	9443	5442
NEXN	91624	3984.93	1364.73	1454.97	2134.85	4499.85	2084.88	6950.9	7318.9	905.59	1817.98
MAGEA10	4109	1	0	0	0	0	0	0	0	0	0
RAB42	115273	39	26	36	57	24	13	41	40	98	28
ZNF227	7770	402	628	1427.2	593.6	418.91	841.92	379.18	209.55	694.76	631.7
JMJD7	100137047	240.41	519.43	330.8	277.22	200.04	441.47	145.63	127.88	890.22	287.42
COL9A3	1299	133	113	130	108	177	103	138	67	99	289
COMMD8	54951	264	146	272	254	217	213	225	276	281	176
CT45A1	441519	0	0	0	0	0	0	0	0	0	0
CCSER1	401145	49	147	96	50	44	120	27	24	37	140
SIRT3	23410	846.01	915	998.07	714.02	483.01	1351.03	559	506	2038.15	723
KLF14	136259	39	1	7	5	6	7	13	8	19	3
PCDHB7	56129	891.26	426.87	394.11	303.27	271.34	461.16	511.16	226.41	1163.55	353.41
DMRTC1	63947	23.95	2.91	12.66	3.43	0.97	14.79	25.01	0	92.82	5.24
OR52E2	119678	0	0	0	0	0	0	0	0	0	0
PPP6R2	9701	3189	3813	2953	2955	2287	3522	2806	2035	6621	2623
PRPH	5630	286.03	110.5	488.96	116	36.51	564.22	25.71	75.09	49.14	161.9
OPALIN	93377	0	0	0	0	0	1	0	0	7	1
EIF3B	8662	5572	6528	4624	4916	4021	5196	4901	3709	7022	3338.04
L2HGDH	79944	107	103.74	110	70	54	103	83.28	68	160.14	37
CNPY4	245812	536	353	676	843	592	673.6	679.87	455	1237	558
DDTL	100037417	153.81	258.66	213.54	160.85	89.02	193.57	91.82	97.38	229.43	115.89
FAM185A	222234	179.12	257.24	347	178.32	152.84	313.61	164.42	148.14	283.46	212.49
SMARCE1	6605	5808.45	5406.09	4045.49	4535.88	3966.16	4595.4	6182.87	3621.77	7936.53	3004.82
KPNA3	3839	1045	933	1444	855	1080	854	1288	1303	575	638
DIABLO	56616	854.17	949.76	763.97	947	706.52	902.43	739.38	592.49	1683.92	507
FLT3LG	2323	436.77	700.72	560.37	570.23	441.92	796.88	305	364.3	1286.27	661.78
ARL5A	26225	893	797	1076	665	775	774	1050	960	734	813
CLTA	1211	3910	4623	3780	4247	3233	3603	3238	2797	5381	2676
GALNT1	2589	916	915	1011	623	878	775	1017	1177	1212	866
CRYAA	1409	0	0	1	0	0	0	2	0	3	0
RTN4RL2	349667	42	81.01	51.72	133	84.57	92	42.55	57	30	29.03
CFL2	1073	4657	4098	3654	3221	3124	3391	5966	7225	2008	3962
KIR2DL4	3805	0	2	8	2	3	4	1	1	4	1
AL132989.1	0	10	24	13	12	18	39	12	3	28	16
MED20	9477	411	282	390	619	344	344	495	298	608	211
C8orf4	56892	302	3544	2269.79	893	3538	3319	611	250	540	4024
IL1F10	84639	0	0	0	0	0	0	0	0	0	0
COG3	83548	1823.78	2298.64	2266.33	1502.03	1193.81	1758.17	1595.52	1088.91	2322.64	1258.42
GDA	9615	1	1	1	3	128	0	1	0	3	0
PPP1R1C	151242	12	0	7	9	9	11	1	0	0	9
STXBP3	6814	1956	1546	1956	1727	1526	1911	1640	1282	2192	1765
OGG1	4968	1549.24	1721.63	1865.28	1687.06	933.11	2467.12	1274.57	1003.05	3249.35	1410.99
AKNAD1	254268	15	7	6	17	21	27	17.16	29	46.03	15
BLID	414899	0	2	2	1	0	1	0	0	6	0
MRPS24	64951	1120.58	1328.76	1220.85	1255.4	767.31	986	887	898	1779.02	830.04
CCDC12	151903	1081	1214	1020	1055	793	1355	997	582	1839	774
SLC22A16	85413	16	26	34	72	43	4	16	19	10	19
GPC4	2239	1844	1303	2368	1546	1160	2905	1546.99	1079	1904	2900
LMO3	55885	1876	1213	1229	1010	323	2285	1729	1768	561	1523
AKAP3	10566	34	14	36	55	28	42	4	22	25	18
USP11	8237	4702	7202	4357	5332	3576	6847	4804	2342	11034	4945
MAP3K12	7786	1887.9	3713.2	2419.04	2985.28	2691.98	2781.12	3285.13	1998.56	5020.92	1454.96
AGTRAP	57085	667	1131	733	671	648	734	498	530	874	570
MFSD11	79157	782.99	692.75	848.31	634.43	677.82	838.03	422.64	477.03	1045.77	606.91
CATX-2	0	0	0	0	0	0	0	0	0	0	0
ZDHHC7	55625	2528	2769	2660	3558	2543	2796	3152	1892	3156	2287
PRH1	5554	0	0	0	0	0	0	0	0	0	0
ZNF3	7551	1160.26	1342.87	1298	1199	1010.78	1186.83	988.24	604.33	2350.92	695.71
ATXN7L2	127002	486	892	623	976	496	765	524	241	1204	654
MTX3	345778	570	456	348	345	275	579	445	301	1013	328
TP53TG3C	24150	8.49	2.37	54.09	5.29	2.82	6.77	8.97	20.05	70.1	33.39
DMRTC1B	63947	29.05	26.09	35.34	22.57	12.03	44.21	19.99	6	126.18	31.76
CCDC27	148870	0	1	2	1	0	3	0	0	2	0
TCF4	6925	3367	5110	5286	3684	5508	7308	4475	2825	7049.57	7635
GMNN	51053	159	228	311	261	242	244	149	85	346	184
UBE3A	7337	2488	2533	2939	1914	1978.96	2343	2071.96	1513	3210.97	1822.99
KHDC3L	154288	1	0	0	1	0	0	0	0	0	0
STRC	161497	43	165.45	33.88	32.2	33.52	128.81	26.18	12.71	255.39	80.88
BST1	683	124	116	205	186	195	269	79	250	228	320
PCDH7	5099	1979	847	669	822	826	1868	2945	3146	1279	1304
KDSR	2531	2143.52	2793.73	2806.46	2330.2	2055.6	2576.05	1843.44	1566.65	2931.55	2601.86
HIST1H2BA	255626	0	0	0	0	0	0	0	0	0	0
FOXL1	2300	61	29	98	34	44	52	33	32	18	99
MCM8	84515	347	422	555	417	187	505	231	94	384	493
OR1B1	347169	1	2	0	0	0	0	1	0	1	0
YAP1	10413	7257.66	7601.38	6590.58	6877.67	9061.14	6844.23	11332.55	13751.36	5761.7	8705.23
TTC1	7265	1023	692	1101	1102	1034	956	1014	1032	1191	725
PRAMEF6	343068	0	0	0	0	8.12	0	0	4.43	0	0
NRAP	4892	14	4	11	0	3	28	6	1	57.94	5
DTL	51514	22	14	21	27	10	20	9	6	14	14
ITGAL	3683	169	137	161	270	138	519	180.89	77	160	135
SOGA3	9729	98.75	100.06	15.33	53.87	52.65	121.16	53.33	54.15	98.58	72.7
CINP	51550	450	401	437	353	383	454	306	411	583	231
CNIH2	254263	17.12	14	14	51	15	26	11	15	23	18
ABCF1	23	2912	2534	1955	2465	2100	2388	2800	1627	3235	1330
CHRDL2	25884	3500	4594	3743	8725	1284	1399	12609	1212	103	2018
TRIM42	287015	0	1	0	0	3	1	0	1	0	0
RPS17L	6218	8210.89	14839.75	20306.14	11620.17	8035.07	10849.5	10854.3	6338.53	15651.07	6790.82
PCDHA7	56141	63.45	21.65	36.48	14.83	11.47	43.26	15.5	13.66	80.36	14
AL391152.1	0	0	0	0	0	0	0	0	0	0	0
SERPINC1	462	7	2	2	4	6	6	7	10	4	2
XAGE1C	9503	0	0	0	0	0.7	0	0	0.7	0	0
MNS1	55329	145	128	277	70	44	225	64	45	176	176
INTS5	80789	1077	573	592	1154	859	635	829	556	1600	445
RHBDL2	54933	9	6	16	24.13	17	36	15.45	14	22	21
BNIP3	664	639.68	1001.95	879.75	664.8	582.81	711.14	671.87	534	1004.23	611.88
XXYLT1	152002	543	297	366	310	402	407	474	512	622	247
RP11-474G23.1	0	5.24	0	0	0	6.14	0	0	0	9.24	0
C9orf50	375759	1	0	2	1	11	3	0	0	7	1
ASPHD2	57168	44.37	61.76	72.35	93.83	69.07	74.46	115.28	39.37	313.02	20.55
RP11-706O15.1	0	133.13	145.37	175.61	222.3	179.66	116.36	235.95	85.78	392.52	122.88
PHKG1	5260	31	104	98	66	39	106	35	35	57	62
TMCO1	54499	1415.09	1244	1347	1127.31	1077	1407.26	1273.64	1205.04	1696.18	786
PRR20A	122183	0	0	0	0	0	0	0	0	0	0
ORC2	4999	935.98	1383	1492.86	1031.89	758.96	1910.9	906.97	508	1572.94	1175.97
CELF5	60680	3	3	16	2	8.26	0	0	1	321.89	4
RP11-977G19.10	0	0	0	0	0	0	0	4.55	3.1	0	0
CDHR5	53841	26	26	3	24	8	15	17	3	31	11
TRIM29	23650	146	223	91	41	91	131	143	1134	56	171
C4orf21	55345	352	340	303	157	109	523	180	126	1169	341
AL357673.1	0	144	150	275	233	137	429	107	174	364	204
ZC3H4	23211	1849	926	938	1887	1472	1889	1342	1291	3292	1027
UNC13A	23025	55	44	151	19	6	64	38	53	20	36
